Customer_ID,Company_Name,Industry,Segment,Company_Revenue,ARR,Contract_Value,Product_Features_Used,Usage_Frequency,Data_Usage,License_Count,Last_Activity_Date,Engagement_Score,NPS_Score,Support_Requests,Average_Response_Time,Resolution_Time,Health_Score,Churn_Risk_Score,Renewal_Date,CSAT_Score,Customer_Feedback,Upsell_Opportunity,Referral_Count,Custom_Features,API_Calls,Churned,CSM,Days_since_last_activity,Contract_Start_Date,Contract_length
4708,Company_4708,Education,Emerging,280343,10361,1350,7,Weekly,1,8,2021-01-01,19.0,-84,2,14,32.70423495331949,29.0,14,2022-06-04,98,Negative,False,0,1,13,True,CSM_Eme_14,730,2021-11-11,205
4709,Company_4709,Finance,Emerging,426324,19897,27564,7,Daily,4,15,2021-01-05,92.0,-97,3,14,24.0,24.0,53,2024-02-06,95,Positive,False,0,0,7,False,CSM_Eme_18,726,2022-12-20,413
4710,Company_4710,Technology,Mid-Market,75260,4936,1484,5,Monthly,2,16,2021-01-01,90.0,71,4,13,17.0,46.0,28,2036-08-29,77,Positive,False,2,1,14,False,CSM_Mid_9,730,2035-08-11,384
4711,Company_4711,Manufacturing,Enterprise,255525,30378,6718,3,Monthly,0,16,2021-01-07,15.0,73,5,8,39.49115319664302,30.5,59,2022-06-05,91,Positive,False,3,3,8,True,CSM_Ent_23,724,2021-11-09,208
4712,Company_4712,Finance,Strategic,3509955,5325,2698,6,Daily,3,13,2021-01-05,29.0,97,1,9,23.0,98.0,1,2030-11-10,65,Positive,False,1,1,11,False,CSM_Str_33,726,2029-01-02,677
4713,Company_4713,Healthcare,Strategic,1517715,39695,732,4,Monthly,3,17,2021-01-07,97.0,66,1,12,25.0,83.0,78,2036-11-29,55,Positive,False,2,0,10,False,CSM_Str_12,724,2035-01-03,696
4714,Company_4714,Healthcare,Mid-Market,132842,17538,1472,5,Weekly,1,17,2021-01-01,3.0,60,1,10,23.0,74.0,87,2042-10-07,3,Neutral,False,1,3,8,False,CSM_Mid_2,730,2042-01-28,252
4715,Company_4715,Healthcare,Strategic,829975,12180,5621,5,Weekly,5,18,2021-01-03,86.0,97,5,8,12.0,82.0,13,2042-10-15,39,Neutral,True,2,2,9,False,CSM_Str_11,728,2041-05-17,516
4716,Company_4716,Finance,Mid-Market,207224,9940,2055,3,Daily,2,13,2021-01-06,19.5,-88,6,15,36.83378149961097,38.0,23,2022-06-06,61,Positive,False,3,0,15,True,CSM_Mid_26,725,2021-01-20,502
4717,Company_4717,Finance,Emerging,134655,17555,4633,2,Weekly,7,15,2021-01-05,66.0,-96,3,17,27.0,48.0,74,2024-07-22,69,Neutral,False,0,1,10,False,CSM_Eme_18,726,2022-12-18,582
4718,Company_4718,Finance,Enterprise,263256,4818,1150,4,Weekly,2,15,2021-01-01,59.0,-23,1,13,25.0,87.0,46,2045-09-01,36,Neutral,False,0,2,9,False,CSM_Ent_27,730,2044-06-07,451
4719,Company_4719,Technology,Emerging,65515,5700,2976,4,Weekly,3,10,2021-01-01,18.5,64,3,12,36.59252186007453,23.5,92,2022-06-07,50,Neutral,True,1,0,14,True,CSM_Eme_17,730,2021-08-15,296
4720,Company_4720,Technology,Emerging,224640,26990,3589,2,Daily,3,13,2021-01-03,35.0,60,3,17,40.17098631992566,14.5,97,2022-06-08,51,Negative,False,2,2,6,True,CSM_Eme_10,728,2020-08-15,662
4721,Company_4721,Healthcare,Enterprise,904512,21039,2661,6,Daily,4,9,2021-01-01,76.0,73,2,5,18.0,99.0,72,2050-06-04,2,Negative,False,0,0,13,False,CSM_Ent_17,730,2049-08-21,287
4722,Company_4722,Education,Emerging,414226,12914,1102,0,Monthly,1,8,2021-01-03,19.0,-92,1,14,30.0,68.0,43,2028-11-20,24,Positive,False,0,3,12,False,CSM_Eme_5,728,2027-06-26,513
4723,Company_4723,Healthcare,Emerging,33761,17536,3095,7,Monthly,2,12,2021-01-05,23.0,61,1,10,23.0,51.0,90,2041-06-22,30,Neutral,True,2,1,12,False,CSM_Eme_8,726,2040-04-18,430
4724,Company_4724,Manufacturing,Mid-Market,692314,4556,5902,6,Daily,1,12,2021-01-05,60.0,-37,1,12,16.0,56.0,83,2037-12-26,4,Negative,False,2,1,12,False,CSM_Mid_16,726,2036-10-07,445
4725,Company_4725,Technology,Enterprise,176460,7383,16748,6,Monthly,4,9,2021-01-07,92.0,27,0,14,29.0,83.0,6,2027-10-30,71,Positive,False,0,3,18,False,CSM_Ent_39,724,2026-09-08,417
4726,Company_4726,Finance,Mid-Market,222982,28424,7791,7,Weekly,2,26,2021-01-04,20.0,98,4,16,28.0,60.0,35,2046-02-25,71,Positive,False,0,0,10,False,CSM_Mid_28,727,2044-10-04,509
4727,Company_4727,Technology,Emerging,463425,13996,880,3,Daily,3,7,2021-01-06,65.0,-84,3,8,22.0,54.0,41,2032-07-03,73,Negative,False,0,1,12,False,CSM_Eme_11,725,2030-10-21,621
4728,Company_4728,Finance,Mid-Market,242422,1240,1592,3,Monthly,1,15,2021-01-07,89.0,-41,1,13,29.0,47.0,79,2043-12-09,84,Positive,False,2,0,6,False,CSM_Mid_9,724,2042-08-07,489
4729,Company_4729,Manufacturing,Enterprise,131685,11679,410,8,Monthly,2,9,2021-01-04,50.0,11,2,17,36.0,62.0,71,2024-11-22,99,Neutral,False,2,1,8,False,CSM_Ent_29,727,2024-04-02,234
4730,Company_4730,Manufacturing,Mid-Market,69678,10166,728,7,Daily,7,11,2021-01-03,61.0,64,1,17,33.0,67.0,86,2033-12-09,51,Neutral,False,1,0,13,False,CSM_Mid_15,728,2032-09-21,444
4731,Company_4731,Technology,Mid-Market,256208,35326,1442,6,Daily,9,15,2021-01-06,67.0,-38,2,6,23.0,72.0,22,2029-09-01,59,Negative,False,1,0,9,False,CSM_Mid_1,725,2028-04-06,513
4732,Company_4732,Finance,Mid-Market,575324,10958,1112,1,Monthly,3,12,2021-01-07,29.0,24,4,14,38.13519294462277,36.5,62,2022-06-09,85,Negative,False,2,2,10,True,CSM_Mid_16,724,2020-09-28,619
4733,Company_4733,Manufacturing,Emerging,1175994,26027,1201,3,Daily,3,9,2021-01-06,22.0,-56,2,8,26.0,48.0,83,2033-09-09,93,Positive,False,0,2,14,False,CSM_Eme_6,725,2031-09-30,710
4734,Company_4734,Healthcare,Mid-Market,619352,113724,1311,7,Daily,4,14,2021-01-05,99.0,30,1,10,19.0,57.0,43,2033-08-24,80,Neutral,False,0,1,10,False,CSM_Mid_27,726,2032-02-18,553
4735,Company_4735,Healthcare,Emerging,419133,15174,1788,4,Monthly,0,11,2021-01-04,53.0,-93,3,13,28.0,51.0,60,2029-10-27,65,Positive,False,0,0,10,False,CSM_Eme_15,727,2028-02-15,620
4736,Company_4736,Finance,Emerging,275532,10977,671,4,Daily,6,11,2021-01-02,9.0,-100,4,11,16.0,31.0,67,2029-12-19,81,Positive,False,2,1,12,False,CSM_Eme_1,729,2028-06-17,550
4737,Company_4737,Technology,Mid-Market,903178,9948,1627,3,Daily,1,5,2021-01-01,37.0,30,2,9,21.0,78.0,96,2048-08-19,61,Neutral,True,1,0,11,False,CSM_Mid_10,730,2048-01-02,230
4738,Company_4738,Manufacturing,Enterprise,47616,2079,5830,1,Daily,1,7,2021-01-05,93.0,-53,2,8,35.0,83.0,5,2027-11-08,13,Negative,False,1,2,14,False,CSM_Ent_31,726,2026-09-26,408
4739,Company_4739,Technology,Emerging,531656,8512,1348,5,Monthly,0,10,2021-01-01,78.0,-93,3,6,21.0,48.0,40,2040-04-08,83,Neutral,False,0,1,9,False,CSM_Eme_6,730,2038-05-07,702
4740,Company_4740,Healthcare,Emerging,100970,4489,942,5,Monthly,1,10,2021-01-03,90.0,-97,3,17,20.0,46.0,50,2040-06-15,38,Negative,False,0,0,4,False,CSM_Eme_11,728,2038-10-24,600
4741,Company_4741,Manufacturing,Enterprise,1527666,12963,350,7,Monthly,1,9,2021-01-06,29.0,88,0,15,29.0,99.0,63,2027-04-20,23,Negative,False,1,0,10,False,CSM_Ent_12,725,2026-06-17,307
4742,Company_4742,Technology,Mid-Market,31500,23276,3465,4,Daily,4,14,2021-01-02,95.0,10,2,14,18.0,68.0,40,2026-06-25,5,Negative,False,1,0,4,False,CSM_Mid_20,729,2024-11-28,574
4743,Company_4743,Education,Enterprise,753669,18687,9225,5,Monthly,6,8,2021-01-07,18.0,-39,2,6,31.0,76.0,80,2027-04-30,31,Negative,False,0,0,12,False,CSM_Ent_24,724,2026-06-20,314
4744,Company_4744,Finance,Emerging,266125,13947,304,6,Monthly,7,13,2021-01-06,48.0,-54,2,12,26.0,66.0,22,2025-05-28,9,Negative,False,0,2,9,False,CSM_Eme_7,725,2024-02-06,477
4745,Company_4745,Finance,Emerging,1155974,5077,3907,5,Daily,0,8,2021-01-04,41.0,-64,5,11,28.07398875774342,31.0,1,2022-06-10,62,Positive,False,0,1,13,True,CSM_Eme_18,727,2021-05-20,386
4746,Company_4746,Education,Enterprise,878826,4905,5257,5,Monthly,4,10,2021-01-03,91.0,-92,0,10,24.0,94.0,17,2035-06-12,63,Negative,True,2,1,6,False,CSM_Ent_17,728,2034-05-22,386
4747,Company_4747,Healthcare,Emerging,96439,6186,4488,7,Monthly,4,9,2021-01-01,50.0,94,1,13,16.0,35.0,8,2042-10-01,11,Neutral,False,1,0,11,False,CSM_Eme_10,730,2042-01-31,243
4748,Company_4748,Manufacturing,Enterprise,488847,90483,10503,5,Weekly,6,14,2021-01-03,2.0,-59,2,7,23.774343611344754,46.5,56,2022-06-11,49,Positive,False,0,1,4,True,CSM_Ent_23,728,2021-02-02,494
4749,Company_4749,Finance,Emerging,91315,16170,10064,7,Monthly,5,7,2021-01-03,31.0,78,6,11,34.00167088069455,30.0,21,2022-06-12,45,Neutral,False,0,0,6,True,CSM_Eme_8,728,2021-07-27,320
4750,Company_4750,Education,Mid-Market,87270,4606,295,1,Daily,3,10,2021-01-04,73.0,49,1,20,31.0,82.0,85,2037-09-13,53,Negative,True,3,1,8,False,CSM_Mid_3,727,2036-01-08,614
4751,Company_4751,Education,Mid-Market,114274,9928,2238,6,Monthly,0,6,2021-01-01,42.0,99,1,10,32.0,82.0,59,2039-06-22,15,Negative,False,0,0,9,False,CSM_Mid_24,730,2037-08-13,678
4752,Company_4752,Healthcare,Enterprise,150624,78846,5555,5,Monthly,0,8,2021-01-01,46.0,81,0,12,25.0,77.0,29,2049-12-10,91,Negative,False,0,0,11,False,CSM_Ent_19,730,2048-03-03,647
4753,Company_4753,Healthcare,Enterprise,477525,3960,15229,4,Weekly,2,13,2021-01-07,14.5,-23,3,7,37.45062224802788,37.0,96,2022-06-13,13,Positive,False,2,2,11,True,CSM_Ent_4,724,2020-10-02,619
4754,Company_4754,Technology,Mid-Market,946468,5858,8165,6,Daily,0,9,2021-01-01,66.0,19,0,9,27.0,63.0,3,2048-06-04,57,Positive,False,0,2,14,False,CSM_Mid_11,730,2046-08-14,660
4755,Company_4755,Finance,Mid-Market,975482,6082,971,5,Daily,2,9,2021-01-02,84.0,-95,4,19,37.0,87.0,14,2026-03-11,29,Negative,False,1,1,10,False,CSM_Mid_22,729,2024-10-31,496
4756,Company_4756,Technology,Enterprise,33792,25383,1637,1,Daily,1,7,2021-01-03,78.0,-17,5,17,20.0,61.0,45,2036-11-17,38,Positive,True,1,0,8,False,CSM_Ent_20,728,2035-05-29,538
4757,Company_4757,Education,Enterprise,49962,15864,7211,8,Monthly,5,9,2021-01-07,54.0,-80,1,15,19.0,79.0,49,2029-04-12,81,Neutral,False,0,1,9,False,CSM_Ent_10,724,2027-10-31,529
4758,Company_4758,Manufacturing,Strategic,281195,4160,3188,7,Daily,0,7,2021-01-02,55.0,-7,1,15,16.0,90.0,22,2025-01-05,82,Positive,False,2,1,17,False,CSM_Str_24,729,2023-02-24,681
4759,Company_4759,Manufacturing,Emerging,58890,9920,3962,5,Weekly,1,7,2021-01-04,68.0,95,3,7,21.0,45.0,83,2047-12-30,29,Negative,False,1,2,9,False,CSM_Eme_13,727,2046-09-06,480
4760,Company_4760,Healthcare,Emerging,19939,1043,4694,8,Weekly,6,6,2021-01-05,14.0,-42,1,9,28.0,27.0,9,2050-07-11,37,Positive,False,1,1,8,False,CSM_Eme_4,726,2049-08-23,322
4761,Company_4761,Manufacturing,Strategic,491780,46620,545,3,Monthly,1,9,2021-01-05,2.0,-100,1,8,23.0,91.0,99,2028-11-28,75,Positive,True,2,2,10,False,CSM_Str_43,726,2028-05-23,189
4762,Company_4762,Manufacturing,Mid-Market,354426,14144,9688,2,Monthly,3,9,2021-01-02,37.0,-70,1,15,23.0,40.0,38,2030-05-18,24,Neutral,False,2,1,10,False,CSM_Mid_23,729,2028-10-05,590
4763,Company_4763,Manufacturing,Strategic,863130,34025,9943,3,Monthly,5,9,2021-01-06,15.0,-72,3,21,32.0,84.0,8,2036-01-08,96,Negative,False,1,0,8,False,CSM_Str_7,725,2034-09-24,471
4764,Company_4764,Education,Emerging,156802,698,3157,7,Monthly,2,15,2021-01-03,40.0,-26,0,4,25.0,32.0,50,2031-08-06,12,Negative,False,1,0,8,False,CSM_Eme_12,728,2030-07-06,396
4765,Company_4765,Manufacturing,Emerging,82701,10194,4928,8,Daily,8,7,2021-01-03,70.0,10,2,11,19.0,30.0,28,2033-11-29,56,Positive,False,1,2,11,False,CSM_Eme_17,728,2033-05-01,212
4766,Company_4766,Manufacturing,Mid-Market,490290,11288,5392,5,Monthly,2,9,2021-01-02,26.0,21,1,11,24.0,72.0,23,2044-12-08,77,Positive,False,3,1,19,False,CSM_Mid_8,729,2043-12-24,350
4767,Company_4767,Manufacturing,Emerging,350297,5295,1051,4,Daily,1,9,2021-01-05,58.0,90,3,10,26.0,63.0,29,2044-08-14,20,Positive,False,2,2,14,False,CSM_Eme_2,726,2043-10-03,316
4768,Company_4768,Technology,Emerging,85013,9074,597,2,Weekly,3,9,2021-01-04,49.0,38,3,14,28.0,61.0,80,2038-05-30,20,Neutral,False,0,1,9,False,CSM_Eme_16,727,2036-06-24,705
4769,Company_4769,Education,Emerging,17883,9320,104,6,Monthly,1,13,2021-01-06,71.0,-79,1,7,18.0,39.0,21,2038-08-09,49,Positive,False,1,3,6,False,CSM_Eme_12,725,2037-02-25,530
4770,Company_4770,Healthcare,Mid-Market,140578,302,12202,6,Daily,2,11,2021-01-04,25.0,92,1,11,14.0,78.0,57,2033-01-01,45,Positive,False,1,0,16,False,CSM_Mid_16,727,2031-05-09,603
4771,Company_4771,Technology,Mid-Market,59106,2674,2121,7,Daily,1,7,2021-01-04,5.0,97,2,18,23.0,41.0,85,2029-01-13,29,Negative,False,1,0,10,False,CSM_Mid_17,727,2028-06-16,211
4772,Company_4772,Finance,Enterprise,377943,8094,448,7,Daily,8,10,2021-01-07,17.0,-84,3,10,25.0,95.0,90,2046-02-11,67,Neutral,False,0,1,14,False,CSM_Ent_13,724,2045-01-10,397
4773,Company_4773,Education,Mid-Market,67810,22662,3134,1,Daily,2,16,2021-01-01,42.0,60,2,13,29.0,83.0,69,2046-02-17,96,Positive,False,3,1,12,False,CSM_Mid_13,730,2045-03-21,333
4774,Company_4774,Education,Mid-Market,248586,17194,393,7,Weekly,2,9,2021-01-07,49.0,-41,0,8,21.0,80.0,31,2039-09-14,3,Neutral,False,1,0,20,False,CSM_Mid_21,724,2038-06-06,465
4775,Company_4775,Finance,Enterprise,149847,42516,445,8,Daily,7,17,2021-01-07,56.0,-21,1,8,25.0,77.0,42,2042-02-21,69,Neutral,False,1,0,13,False,CSM_Ent_32,724,2041-01-01,416
4776,Company_4776,Finance,Enterprise,805323,40482,3355,3,Monthly,2,4,2021-01-01,70.0,-45,1,16,31.0,82.0,21,2050-02-25,5,Negative,False,0,1,14,False,CSM_Ent_6,730,2049-02-25,365
4777,Company_4777,Finance,Mid-Market,11182,38370,3554,8,Daily,7,9,2021-01-05,23.0,-30,3,8,21.0,86.0,57,2040-11-20,3,Negative,True,0,0,12,False,CSM_Mid_22,726,2040-01-07,318
4778,Company_4778,Healthcare,Enterprise,485466,14187,4339,7,Weekly,5,10,2021-01-01,12.0,91,3,11,21.0,80.0,18,2041-06-08,41,Negative,False,1,3,6,False,CSM_Ent_30,730,2039-07-19,690
4779,Company_4779,Manufacturing,Mid-Market,74284,8464,5340,5,Monthly,1,9,2021-01-04,20.0,-17,0,9,26.0,65.0,78,2043-10-26,37,Positive,False,1,1,13,False,CSM_Mid_14,727,2042-07-26,457
4780,Company_4780,Education,Emerging,198,17779,5517,5,Weekly,7,10,2021-01-01,44.0,7,1,9,22.0,55.0,38,2050-02-05,3,Negative,False,1,0,9,False,CSM_Eme_14,730,2048-05-29,617
4781,Company_4781,Manufacturing,Emerging,406817,2712,2836,1,Weekly,1,9,2021-01-04,36.0,75,3,12,17.0,37.0,89,2040-09-02,20,Neutral,False,1,2,12,False,CSM_Eme_2,727,2039-01-06,605
4782,Company_4782,Manufacturing,Mid-Market,445320,12366,5157,4,Daily,4,10,2021-01-03,39.0,-29,3,18,11.0,82.0,75,2025-07-09,13,Negative,False,1,1,12,False,CSM_Mid_18,728,2024-07-11,363
4783,Company_4783,Finance,Mid-Market,41674,4320,1817,6,Monthly,2,11,2021-01-07,40.5,-1,4,14,38.425193947468955,41.5,16,2022-06-14,81,Positive,True,1,3,9,True,CSM_Mid_22,724,2020-10-03,619
4784,Company_4784,Healthcare,Mid-Market,436342,49030,2910,6,Daily,4,10,2021-01-05,10.5,-40,5,10,46.587117774501195,43.0,51,2022-06-15,84,Negative,False,1,0,11,True,CSM_Mid_14,726,2021-07-13,337
4785,Company_4785,Technology,Enterprise,567504,15717,2498,4,Monthly,4,10,2021-01-01,87.0,-48,3,12,22.0,69.0,22,2045-12-22,23,Positive,False,2,3,5,False,CSM_Ent_13,730,2045-04-16,250
4786,Company_4786,Healthcare,Emerging,128246,2388,1995,6,Monthly,3,13,2021-01-03,35.0,-70,4,14,24.0,60.0,30,2051-01-16,34,Neutral,False,1,0,11,False,CSM_Eme_14,728,2049-05-27,599
4787,Company_4787,Manufacturing,Enterprise,326067,35328,1362,3,Weekly,3,10,2021-01-07,95.0,-8,2,15,22.0,95.0,40,2040-03-16,87,Positive,True,1,2,13,False,CSM_Ent_32,724,2039-08-17,212
4788,Company_4788,Healthcare,Strategic,2180985,14025,408,3,Weekly,8,16,2021-01-03,20.0,-11,3,11,27.0,97.0,83,2034-06-25,38,Positive,False,1,1,10,False,CSM_Str_32,728,2033-04-01,450
4789,Company_4789,Finance,Emerging,56246,28735,3525,4,Weekly,2,11,2021-01-07,64.0,21,2,15,20.0,23.0,69,2049-11-02,19,Negative,False,1,0,8,False,CSM_Eme_6,724,2047-11-14,719
4790,Company_4790,Technology,Enterprise,304806,13746,3853,4,Monthly,4,8,2021-01-06,44.5,17,0,8,27.174337594056762,33.5,50,2022-06-16,55,Neutral,False,0,1,7,True,CSM_Ent_35,725,2020-08-25,660
4791,Company_4791,Finance,Mid-Market,159662,21850,2048,3,Monthly,2,12,2021-01-07,88.0,-78,5,14,26.0,65.0,11,2024-02-07,61,Neutral,False,0,2,13,False,CSM_Mid_25,724,2022-10-29,466
4792,Company_4792,Technology,Strategic,1474910,21170,18616,4,Monthly,0,7,2021-01-01,26.0,26,0,14,15.0,90.0,57,2043-03-14,68,Neutral,True,1,0,13,False,CSM_Str_39,730,2041-07-23,599
4793,Company_4793,Manufacturing,Enterprise,1489494,49389,4070,6,Daily,5,5,2021-01-07,3.5,42,2,10,38.8935576928597,46.0,7,2022-06-17,45,Negative,True,0,0,9,True,CSM_Ent_32,724,2021-03-06,468
4794,Company_4794,Technology,Enterprise,1137399,68166,10991,3,Monthly,4,11,2021-01-07,45.0,98,2,15,29.12819452775589,35.0,95,2022-06-18,36,Positive,False,3,2,15,True,CSM_Ent_28,724,2021-05-20,394
4795,Company_4795,Technology,Strategic,1598020,77535,4220,4,Weekly,4,2,2021-01-04,45.0,-5,3,11,12.0,82.0,26,2031-05-21,4,Neutral,False,0,0,16,False,CSM_Str_1,727,2030-04-27,389
4796,Company_4796,Technology,Mid-Market,1730710,37742,1053,2,Weekly,0,19,2021-01-03,59.0,-4,3,9,22.0,48.0,88,2040-09-27,80,Negative,True,0,0,8,False,CSM_Mid_26,728,2039-08-03,421
4797,Company_4797,Healthcare,Emerging,238899,1074,18369,5,Weekly,7,14,2021-01-05,16.5,36,4,7,28.307816370796516,22.5,11,2022-06-19,57,Neutral,False,0,0,8,True,CSM_Eme_8,726,2021-06-18,366
4798,Company_4798,Healthcare,Mid-Market,556206,51556,10828,6,Monthly,5,11,2021-01-06,66.0,3,2,14,22.0,84.0,22,2048-05-07,69,Positive,True,1,1,18,False,CSM_Mid_17,725,2047-09-18,232
4799,Company_4799,Manufacturing,Emerging,812598,9789,3186,4,Weekly,3,7,2021-01-01,6.0,-96,5,7,24.0,55.0,23,2048-05-22,70,Negative,False,1,3,11,False,CSM_Eme_4,730,2047-03-05,444
4800,Company_4800,Technology,Enterprise,4209,61026,1392,4,Daily,2,8,2021-01-02,66.0,48,1,12,16.0,90.0,59,2047-05-15,87,Negative,False,0,1,13,False,CSM_Ent_4,729,2046-06-27,322
4801,Company_4801,Education,Mid-Market,402100,23066,1259,2,Weekly,1,15,2021-01-04,49.0,11,1,15,22.0,88.0,9,2024-04-19,93,Neutral,False,0,3,11,False,CSM_Mid_23,727,2022-08-05,623
4802,Company_4802,Manufacturing,Enterprise,805875,6762,8200,5,Monthly,2,11,2021-01-06,11.0,86,3,13,24.0,77.0,30,2048-05-21,97,Negative,False,2,2,8,False,CSM_Ent_22,725,2046-12-15,523
4803,Company_4803,Technology,Mid-Market,999570,18808,358,7,Weekly,4,11,2021-01-03,82.0,47,3,17,18.0,66.0,35,2041-02-24,50,Positive,False,0,0,12,False,CSM_Mid_15,728,2040-06-10,259
4804,Company_4804,Technology,Mid-Market,861128,1906,5081,11,Daily,11,10,2021-01-01,24.0,-68,3,16,38.46308203832842,44.0,54,2022-06-20,94,Negative,False,0,2,9,True,CSM_Mid_8,730,2021-08-02,322
4805,Company_4805,Healthcare,Mid-Market,737964,23796,5110,3,Monthly,7,10,2021-01-03,90.0,48,1,12,30.0,78.0,34,2030-04-30,20,Neutral,False,0,2,4,False,CSM_Mid_4,728,2029-06-19,315
4806,Company_4806,Manufacturing,Emerging,582982,5259,1007,5,Weekly,1,11,2021-01-03,52.0,10,4,12,28.0,22.0,69,2025-08-05,77,Positive,False,1,1,7,False,CSM_Eme_1,728,2024-02-01,551
4807,Company_4807,Technology,Mid-Market,308338,3290,6102,4,Daily,6,13,2021-01-02,51.0,99,4,9,33.0,55.0,49,2039-02-10,13,Positive,False,1,0,6,False,CSM_Mid_20,729,2037-12-29,408
4808,Company_4808,Technology,Mid-Market,2776,77484,6110,5,Monthly,4,11,2021-01-04,5.0,29,2,6,23.0,54.0,70,2043-05-16,42,Neutral,False,0,0,8,False,CSM_Mid_8,727,2042-09-29,229
4809,Company_4809,Manufacturing,Emerging,2223,23134,2154,9,Monthly,4,14,2021-01-01,95.0,-72,1,12,22.0,67.0,81,2034-04-26,22,Positive,False,2,0,15,False,CSM_Eme_12,730,2033-10-28,180
4810,Company_4810,Education,Enterprise,471996,67200,3302,4,Weekly,4,7,2021-01-03,25.0,0,8,11,29.752610264425172,31.5,34,2022-06-21,1,Positive,False,2,2,10,True,CSM_Ent_4,728,2020-07-24,697
4811,Company_4811,Manufacturing,Mid-Market,228564,31100,8941,12,Weekly,1,7,2021-01-03,35.0,-82,4,16,31.532869931882185,27.5,45,2022-06-22,70,Neutral,False,1,0,8,True,CSM_Mid_2,728,2021-10-31,234
4812,Company_4812,Manufacturing,Emerging,120020,11775,3702,4,Weekly,4,10,2021-01-04,37.0,-92,2,12,26.563199408870847,28.5,36,2022-06-23,63,Negative,True,0,3,8,True,CSM_Eme_7,727,2021-09-10,286
4813,Company_4813,Education,Mid-Market,204600,21288,4813,5,Weekly,1,14,2021-01-03,12.0,-74,3,18,20.0,65.0,81,2044-03-12,66,Negative,False,1,0,7,False,CSM_Mid_27,728,2043-04-21,326
4814,Company_4814,Manufacturing,Enterprise,1498617,3363,2661,2,Weekly,2,7,2021-01-07,6.0,-1,4,12,20.0,72.0,91,2024-09-29,83,Negative,False,0,1,12,False,CSM_Ent_28,724,2022-10-25,705
4815,Company_4815,Technology,Mid-Market,177996,46164,810,7,Daily,1,3,2021-01-04,20.0,7,2,11,23.0,65.0,56,2044-10-20,9,Negative,False,1,2,6,False,CSM_Mid_19,727,2043-02-13,615
4816,Company_4816,Manufacturing,Mid-Market,775806,42594,31242,7,Weekly,4,8,2021-01-06,0.5,16,2,15,40.68811397433804,33.0,10,2022-06-24,13,Neutral,False,1,0,7,True,CSM_Mid_10,725,2020-07-23,701
4817,Company_4817,Education,Mid-Market,932660,27554,3791,3,Monthly,6,11,2021-01-04,83.0,58,1,10,22.0,40.0,25,2026-12-15,71,Neutral,False,0,1,5,False,CSM_Mid_9,727,2025-04-05,619
4818,Company_4818,Finance,Enterprise,415290,78648,2050,6,Monthly,2,13,2021-01-03,22.0,95,2,11,20.0,77.0,15,2026-09-17,3,Neutral,False,1,0,8,False,CSM_Ent_21,728,2024-09-30,717
4819,Company_4819,Manufacturing,Emerging,118457,8053,6255,9,Monthly,1,9,2021-01-03,37.0,42,1,8,24.0,69.0,44,2033-10-09,97,Negative,False,0,0,12,False,CSM_Eme_12,728,2032-01-05,643
4820,Company_4820,Healthcare,Emerging,286275,5935,4848,8,Monthly,1,12,2021-01-07,26.0,-46,5,15,34.468251763768635,11.5,27,2022-06-25,5,Positive,False,1,0,11,True,CSM_Eme_3,724,2021-06-28,362
4821,Company_4821,Technology,Mid-Market,492360,68806,1325,3,Weekly,5,11,2021-01-06,59.0,-42,1,11,19.0,66.0,66,2031-01-24,91,Positive,False,1,0,8,False,CSM_Mid_17,725,2030-03-01,329
4822,Company_4822,Technology,Mid-Market,159316,12476,10474,8,Weekly,2,15,2021-01-04,45.0,-40,1,10,17.0,64.0,55,2042-06-26,11,Negative,False,0,2,17,False,CSM_Mid_6,727,2041-09-21,278
4823,Company_4823,Healthcare,Emerging,21639,10253,367,4,Daily,4,7,2021-01-04,31.0,-85,1,12,30.0,66.0,20,2038-06-05,52,Neutral,True,0,0,11,False,CSM_Eme_14,727,2037-06-27,343
4824,Company_4824,Healthcare,Enterprise,184608,14007,4653,3,Daily,3,16,2021-01-06,69.0,55,3,12,21.0,79.0,26,2042-02-13,86,Neutral,False,0,1,9,False,CSM_Ent_31,725,2041-07-15,213
4825,Company_4825,Manufacturing,Enterprise,84264,30342,3249,4,Daily,3,7,2021-01-07,46.0,-84,1,14,24.0,67.0,1,2040-04-02,7,Negative,False,0,0,11,False,CSM_Ent_18,724,2038-04-20,713
4826,Company_4826,Healthcare,Mid-Market,139670,25466,1915,3,Daily,4,19,2021-01-04,67.0,45,2,12,31.0,43.0,78,2025-04-16,76,Negative,False,3,1,14,False,CSM_Mid_18,727,2024-06-02,318
4827,Company_4827,Finance,Emerging,60713,9799,8754,6,Daily,5,5,2021-01-04,20.0,94,3,13,37.92318944576643,15.0,85,2022-06-26,34,Positive,False,0,1,8,True,CSM_Eme_14,727,2021-05-09,413
4828,Company_4828,Education,Strategic,1015310,36135,5339,5,Monthly,3,10,2021-01-03,31.0,1,5,14,12.0,93.0,87,2033-08-03,5,Negative,False,1,0,12,False,CSM_Str_36,728,2032-10-18,289
4829,Company_4829,Healthcare,Emerging,617991,3568,7125,4,Weekly,10,8,2021-01-03,61.0,35,1,14,25.0,33.0,56,2025-05-26,85,Neutral,False,0,2,11,False,CSM_Eme_3,728,2024-04-06,415
